TestSequence, openh264QP ,  ,      ,       ,   ,   , , openh264BR,  ,       ,      ,   ,   ,  ,  X264_Baseline_BR,  ,  ,  ,   ,   ,  X264_Baseline_QP,  ,  ,  ,    ,  ,  X264_Baseline_BR,  ,  ,  ,    ,   ,  X264_Baseline_QP,  ,  ,  ,    ,  
            , BR,     PSNR_Y, PSNR_U,PSNR_V,FPS, ET, , BR,    PSNR_Y, PSNR_U,PSNR_V,FPS, ET,  ,  BR, PSNR_Y,PSNR_U,PSNR_V,	FPS,   ,  BR, PSNR_Y,PSNR_U,PSNR_V,  FPS,  ,  BR, PSNR_Y,PSNR_U,PSNR_V,  FPS,   ,  BR, PSNR_Y,PSNR_U,PSNR_V,   FPS,
Jiessie_James_talking_1280x720_30.yuv_QP_28_TarBit_18129,18129.4 ,36.955 ,40.100 ,39.762 ,23.480327, 47.997627,  ,17951.1 ,35.875 ,39.780 ,39.301 ,21.289310, 52.937367, ,18050.95,38.703 ,41.536 ,41.181 ,24.33,  ,9735.16,35.100 ,39.111 ,38.485 ,26.57,  ,18049.93,39.132 ,42.066 ,41.698 ,11.65,  ,9986.50,35.471 ,39.441 ,38.878 ,14.33
Jiessie_James_talking_1280x720_30.yuv_QP_32_TarBit_8876,8876.3 ,33.718 ,38.741 ,38.015 ,27.122350, 41.552446,  ,8810.8 ,33.063 ,38.591 ,37.850 ,24.910925, 45.241195, ,8890.80,34.926 ,39.156 ,38.540 ,27.83,  ,4187.28,32.212 ,38.361 ,37.517 ,32.25,  ,8889.33,35.151 ,39.456 ,38.871 ,15.45,  ,4366.57,32.444 ,38.545 ,37.726 ,19.21
Jiessie_James_talking_1280x720_30.yuv_QP_36_TarBit_3657,3657.7 ,31.311 ,38.070 ,37.144 ,33.572396, 33.569245,  ,3628.0 ,30.917 ,38.016 ,37.097 ,31.295571, 35.532184, ,3666.98,32.054 ,38.287 ,37.453 ,33.80,  ,1314.15,30.039 ,37.665 ,36.634 ,41.80,  ,3677.96,32.158 ,38.465 ,37.655 ,21.21,  ,1426.69,30.189 ,37.820 ,36.834 ,28.92
JKT_640x480.yuv_QP_24_TarBit_5106,5106.5 ,41.130 ,40.564 ,42.003 ,66.719122, 15.797570,  ,5107.5 ,40.692 ,40.191 ,41.817 ,66.422726, 15.868063, ,5127.46,41.346 ,40.513 ,42.042 ,62.53,  ,3250.00,40.039 ,39.316 ,41.095 ,68.58,  ,5135.29,41.537 ,40.821 ,42.283 ,29.28,  ,3578.54,40.445 ,39.844 ,41.495 ,33.71
JKT_640x480.yuv_QP_28_TarBit_2174,2174.7 ,38.733 ,38.360 ,40.529 ,85.435507, 12.336791,  ,2175.2 ,38.270 ,38.153 ,40.208 ,82.444261, 12.784395, ,2184.96,38.927 ,38.331 ,40.322 ,75.53,  ,1284.02,37.783 ,37.484 ,39.457 ,85.77,  ,2191.04,39.037 ,38.504 ,40.554 ,41.86,  ,1404.14,38.015 ,37.764 ,39.876 ,49.34
JKT_640x480.yuv_QP_32_TarBit_874,874.3 ,36.435 ,36.903 ,38.910 ,111.751900, 9.431607,  ,874.1 ,35.699 ,36.745 ,38.746 ,106.094166, 9.906294, ,882.83,36.617 ,37.010 ,38.907 ,92.75,  ,566.10,35.274 ,36.382 ,38.290 ,105.72,  ,888.17,36.617 ,37.158 ,39.246 ,60.77,  ,635.07,35.586 ,36.637 ,38.722 ,71.35
JKT_640x480.yuv_QP_36_TarBit_450,450.1 ,34.229 ,35.847 ,37.795 ,131.540078, 8.012767,  ,455.2 ,33.963 ,35.870 ,37.799 ,122.383087, 7.827879, ,459.38,34.593 ,36.084 ,37.933 ,107.24,  ,289.82,32.736 ,35.288 ,37.189 ,124.94,  ,462.52,34.546 ,36.238 ,38.271 ,78.70,  ,322.62,33.126 ,35.595 ,37.662 ,93.66
JS_640x480.yuv_QP_24_TarBit_5380,5380.8 ,40.968 ,40.488 ,42.305 ,63.064485, 13.446554,  ,5385.1 ,40.575 ,40.206 ,42.150 ,62.939257, 13.473308, ,5384.18,41.203 ,40.460 ,42.283 ,58.15,  ,3447.39,39.891 ,39.231 ,41.388 ,63.27,  ,5389.14,41.382 ,40.710 ,42.531 ,27.72,  ,3774.31,40.278 ,39.733 ,41.772 ,31.31
JS_640x480.yuv_QP_28_TarBit_2333,2333.6 ,38.608 ,38.345 ,40.871 ,79.104301, 10.720024,  ,2337.6 ,38.150 ,38.157 ,40.591 ,76.196884, 11.129064, ,2336.68,38.792 ,38.290 ,40.684 ,70.09,  ,1367.27,37.662 ,37.489 ,39.883 ,78.23,  ,2335.85,38.898 ,38.463 ,40.878 ,38.60,  ,1480.30,37.883 ,37.745 ,40.240 ,44.89
JS_640x480.yuv_QP_32_TarBit_939,939.7 ,36.357 ,36.951 ,39.365 ,102.846458, 8.245301,  ,937.0 ,35.709 ,36.742 ,39.114 ,95.832304, 8.619223, ,931.78,36.439 ,36.996 ,39.333 ,85.96,  ,596.88,35.192 ,36.463 ,38.813 ,97.45,  ,929.95,36.422 ,37.137 ,39.623 ,55.69,  ,666.34,35.471 ,36.653 ,39.132 ,65.22
JS_640x480.yuv_QP_36_TarBit_495,495.8 ,34.251 ,35.910 ,38.261 ,121.113392, 7.001703,  ,503.1 ,34.230 ,35.944 ,38.323 ,107.602700, 6.319544, ,487.44,34.392 ,36.126 ,38.392 ,99.69,  ,318.46,32.701 ,35.371 ,37.646 ,115.25,  ,486.11,34.277 ,36.206 ,38.654 ,72.17,  ,351.27,32.995 ,35.629 ,38.076 ,84.87
